best seeker, average seeker, best avoider, average avoider
3483, 2725.9375, 3783.119092114547, 656.6054544307832
3342, 2795.3125, 5156.389103608042, 759.0132649436673
3882, 2808.4375, 4201.352440431226, 696.8578050422118
3804, 2853.6875, 4203.224860883467, 691.9329833210925
3454, 2876.5625, 4550.350382562647, 663.6298662747143
3491, 2721.625, 4173.886049632623, 642.4442502128596
3357, 2513.0625, 4166.551604101205, 949.454159610411
3592, 2805.25, 3880.6916576818417, 669.7197063195467
3567, 2592.9375, 4533.094095353062, 801.646688083641
3612, 2586.5, 4497.067723033226, 893.8367940428769
3600, 2634.1875, 4671.159458735368, 784.5388955740515
3317, 2607.3125, 4409.378281980799, 907.0188117538839
3546, 2792.8125, 4796.051956053165, 701.007576936998
3705, 2570.125, 4547.269917520236, 781.4863109303228
3738, 2647.0625, 4301.985480267103, 795.6602809604318
3471, 2594.75, 4761.334760057061, 890.488300232339
3590, 2743.0625, 4954.969717119515, 816.7180765615453
3607, 2694.1875, 4659.397824510845, 853.3133481673694
3689, 2783.375, 5769.494412919974, 833.126805145881
3411, 2522.3125, 5667.205821241365, 948.7047738129147
3645, 2933.9375, 3869.7448352198458, 513.3994029255103
3888, 2708.4375, 4273.375371001912, 872.736783671694
3656, 2888.5, 3872.7311210101943, 578.1996063894363
3778, 2786.25, 4166.195306775022, 668.3639578628363
3714, 2849.875, 4503.559510147927, 637.304938475538
3637, 2563.25, 4193.852537630153, 776.6256250910012
3731, 2869.125, 4068.831538536985, 610.9029897045206
3689, 2679.875, 4426.91922831428, 743.7000404538943
3517, 2662.375, 4309.995341353502, 920.1297009961138
3763, 2972.5625, 3953.104062010657, 511.5010620604644
3827, 2625.25, 4412.223480818619, 787.0744933615733
3535, 2697.0, 4896.485692202479, 804.4039381876826
3622, 2713.75, 4048.8802940420665, 759.8610983092209
3623, 3023.0, 4261.226962145082, 555.4186906361126
3579, 2639.4375, 4218.574762179746, 897.1147260117517
3770, 2697.5625, 4464.1037059393475, 758.0829419785921
3565, 2731.5625, 4244.409134476287, 660.846149129422
3601, 3032.875, 4277.744544662769, 528.0083522095397
3632, 2824.0, 4515.351485705753, 700.7967170306215
3765, 3082.4375, 4017.3368723211015, 552.5568524001033
3475, 2588.5, 4100.351598827186, 677.3970437395498
3502, 2629.6875, 4489.023511061541, 902.749225580942
3522, 2783.8125, 4224.774007262806, 678.1928094019298
3855, 2760.9375, 3822.203616350663, 628.4027550417088
3589, 2659.4375, 4110.617172683746, 752.8891225117554
3516, 2829.8125, 3972.871608290475, 642.8422718261788
3528, 2338.25, 4260.15539673776, 1043.6753770068224
3599, 2794.5, 4174.414069206903, 673.5081153100011
3476, 2782.875, 4143.178936917832, 703.3970837001601
3730, 2666.3125, 4051.323252411108, 689.6028692215339
3539, 2781.375, 4584.18908510391, 792.252783104975
3772, 2673.1875, 4279.195590298652, 858.8039852534871
3759, 2906.625, 4695.453339661417, 582.18615871723
3721, 2704.25, 3891.763594084812, 665.2631722158835
3838, 2606.625, 4981.101797432826, 826.2946800841104
3400, 2725.0, 4531.969086554119, 743.8688183237597
3493, 2808.4375, 4187.999675857585, 721.4957348251047
3795, 2831.4375, 3690.724486451261, 670.4944121596558
3669, 2959.4375, 4070.970400466318, 499.9163367989795
3674, 2746.75, 3959.6494023401415, 723.9903595910489
3488, 2555.9375, 4334.411676371885, 809.7113530416617
3842, 2655.9375, 4083.175225630796, 647.1860606302856
3735, 2840.8125, 4331.06056018335, 754.0121445237304
3422, 2403.8125, 4632.723860519545, 849.7825623953221
3697, 2846.6875, 3941.716555070344, 586.4851201027392
3763, 2719.875, 4907.17663282055, 839.3683806690941
3625, 2752.5, 5419.938337783283, 672.1261993043024
3486, 2723.6875, 4290.645424112909, 746.3565207401889
3379, 2736.375, 4534.117997116837, 745.7166889859226
3767, 2618.375, 4464.829534971053, 857.6572702641795
3817, 2842.8125, 4177.3827051826265, 681.1585093806256
3292, 2518.5625, 5663.3566673937785, 970.9376396677211
3735, 2880.4375, 4387.084962605681, 719.001977175516
3623, 2698.9375, 4080.721263481885, 748.5085171223362
3618, 2770.0625, 4308.0876448739855, 778.8992331670364
3844, 3093.75, 4515.964954309849, 601.3207873979376
3338, 2684.9375, 3993.839440077061, 649.2930612895791
3290, 2597.1875, 5266.608560982088, 891.0635114559692
3754, 2767.25, 4835.286827267944, 910.3503549937745
3677, 2457.4375, 4180.786054130779, 868.2758825048764
3305, 2499.1875, 4420.964869642587, 998.557725047346
3809, 2733.125, 4090.658736363145, 765.3685129874582
3342, 2586.25, 4879.479029897543, 884.5255089586246
3655, 2944.875, 4995.436207358596, 632.8365757062201
3467, 2693.5, 4051.6306037384707, 793.8899428388894
3683, 2759.8125, 4124.319606586645, 650.3772400652654
3556, 2828.6875, 4190.350595903464, 716.5788622216589
3419, 2657.25, 4497.607463363618, 830.9319085555759
3557, 2807.9375, 4039.1385319283945, 611.5876673454316
3702, 2752.9375, 4000.590114475869, 635.1058235102772
3778, 2899.625, 4569.713679315369, 675.9063312007926
3500, 2813.5, 5757.681808830163, 790.171379348872
3733, 2868.3125, 4329.694565721496, 622.4217548198778
3426, 2638.9375, 5427.325926424289, 1005.7169437826667
3730, 2677.8125, 4616.112866674974, 818.9696676871723
3755, 2787.0625, 4531.156526482149, 720.0910503557134
3635, 2738.75, 5126.272988004539, 687.0813045580907
3812, 2918.1875, 3795.1507545024247, 617.9788109573949
3577, 2764.9375, 4507.857621722442, 710.0194587993999
3677, 2671.5, 4381.213486904684, 772.1200678009449
3563, 2651.125, 4253.590939720435, 648.6016647629868
3608, 2720.625, 4915.856881740641, 852.303205060859
3730, 2646.375, 4370.549845570107, 883.8566832943098
3433, 2888.9375, 4304.5161317788225, 618.4257637309346
3525, 2605.25, 4083.1343571445823, 713.5791763414978
3767, 3027.125, 4340.45788439159, 524.9798430919161
3488, 2777.9375, 4384.758999391581, 609.7635762677767
3554, 2860.5, 4648.488729957668, 615.1047186408831
3735, 2965.75, 4684.977422253012, 566.5598210058455
3703, 2718.3125, 4413.837862145334, 596.7508387754013
3465, 2758.8125, 3694.7995968084756, 693.0805888280146
3757, 2793.4375, 4370.909169377477, 609.0543210315108
3596, 2705.375, 4647.8823245301755, 783.0062504314416
3637, 2678.6875, 4247.676470426253, 776.5391931774315
3647, 2602.5625, 4345.645140753802, 927.6210304727587
3566, 2615.3125, 5373.981122711321, 780.0840179119512
3537, 2716.875, 5092.6014694898695, 901.6500786263424
