best seeker, average seeker, best avoider, average avoider
3669, 2570.5625, 1999, 560.28125
3631, 2711.9375, 1999, 509.65625
3633, 2965.125, 1999, 414.859375
3612, 2631.3125, 1999, 529.484375
3663, 2622.5625, 1999, 578.53125
3619, 2587.5, 1999, 618.53125
3700, 2897.0625, 1999, 447.484375
3378, 2660.125, 1999, 553.53125
3573, 2801.5625, 1999, 471.3125
3599, 2795.8125, 1999, 472.78125
3555, 2805.8125, 1999, 470.234375
3666, 3011.875, 1999, 418.78125
3763, 2757.5625, 1999, 529.1875
3606, 2830.8125, 1999, 464.03125
3619, 2749.25, 1999, 546.859375
3443, 2858.75, 1999, 457.046875
3714, 2834.75, 1999, 478.65625
3472, 2883.8125, 1999, 497.625
3001, 2431.0, 1999, 611.21875
3704, 2730.75, 1999, 473.4375
3581, 2760.625, 1999, 403.46875
3507, 2652.125, 1999, 524.3125
3769, 2827.875, 1999, 449.109375
3744, 2666.5625, 1999, 536.28125
3622, 2922.9375, 1999, 441.03125
3729, 2638.25, 1999, 543.375
3597, 2620.6875, 1999, 547.78125
3702, 2792.375, 1999, 536.09375
3682, 2814.375, 1999, 438.359375
3777, 2805.0625, 1999, 470.46875
3719, 2821.0625, 1999, 482.0625
3621, 2768.375, 1999, 480.703125
3582, 2869.25, 1999, 470.03125
3817, 2763.0625, 1999, 527.796875
3721, 2908.6875, 1999, 444.59375
3621, 2811.5625, 1999, 468.828125
3690, 2740.5625, 1999, 471.59375
3412, 2635.3125, 1999, 575.328125
3522, 2416.875, 1999, 629.9375
3686, 2802.9375, 1999, 439.765625
3012, 2546.5625, 1999, 613.109375
3691, 2650.75, 1999, 493.359375
3552, 2725.25, 1999, 506.4375
3590, 2870.6875, 1999, 454.90625
3514, 2394.5625, 1999, 619.875
3736, 2826.0625, 1999, 465.203125
3578, 2632.5625, 1999, 591.640625
3818, 2938.0625, 1999, 468.46875
3711, 2625.5625, 1999, 530.90625
3685, 2819.6875, 1999, 466.796875
3533, 2621.875, 1999, 531.84375
3659, 2650.1875, 1999, 525.09375
3712, 2949.9375, 1999, 465.484375
3654, 2849.6875, 1999, 459.296875
3384, 2512.5625, 1999, 574.75
3646, 2819.5, 1999, 498.078125
3717, 2655.5, 1999, 539.046875
3789, 2810.125, 1999, 484.78125
3648, 2874.125, 1999, 453.21875
3453, 2606.9375, 1999, 552.5
3584, 2751.1875, 1999, 483.921875
3881, 2849.875, 1999, 443.625
3704, 2714.0625, 1999, 555.65625
3396, 2737.625, 1999, 518.53125
3694, 2717.5625, 1999, 493.984375
3649, 2555.1875, 1999, 548.5
3726, 2999.0625, 1999, 422.0
3503, 2701.9375, 1999, 496.21875
3448, 2785.125, 1999, 459.8125
3723, 2638.4375, 1999, 558.9375
3407, 2792.3125, 1999, 442.40625
3540, 2808.375, 1999, 469.625
3410, 2541.6875, 1999, 583.09375
3495, 2622.375, 1999, 578.578125
3394, 2658.125, 1999, 523.25
3602, 2892.9375, 1999, 448.5
3765, 2798.875, 1999, 472.0
3627, 2555.3125, 1999, 598.96875
3525, 2799.375, 1999, 503.109375
3566, 2755.5625, 1999, 514.0625
3551, 2783.0, 1999, 491.578125
3644, 2840.0, 1999, 508.578125
3723, 2841.375, 1999, 461.359375
3474, 2742.0625, 1999, 517.453125
3784, 2789.0625, 1999, 474.453125
3742, 2644.6875, 1999, 526.125
3570, 2702.9375, 1999, 543.859375
3333, 2600.5625, 1999, 552.796875
3897, 2590.0625, 1999, 540.546875
3319, 2362.125, 1999, 690.4375
3655, 2602.625, 1999, 521.03125
3724, 2827.8125, 1999, 496.0
3714, 2831.375, 1999, 463.859375
